gender,tenure,PhoneService,TotalCharges,StreamingMovies,StreamingTV,TechSupport,Churn
Female,71,0,4122.65,1,1,1,0
Female,68,1,5762.95,0,0,0,0
Male,46,0,1537.85,0,0,1,0
Male,33,1,2603.3,0,0,0,0
Female,53,1,5566.4,1,0,1,0
Female,50,1,5431.9,1,1,0,0
Female,57,0,2258.25,0,0,1,0
Female,54,1,1092.35,0,0,0,0
Female,60,1,6401.25,1,1,0,0
Female,28,1,2812.2,1,1,1,1
Female,1,1,80.05,0,1,0,1
Male,29,1,2698.35,1,0,0,1
Female,10,1,616.9,1,0,1,0
Male,43,0,1912.85,0,0,0,0
Male,13,1,849.1,0,0,0,0
Female,43,1,3460.3,1,1,1,0
Male,19,1,1465.75,1,0,0,1
Male,1,1,90.1,1,1,0,0
Female,69,1,5555.3,1,1,1,0
Female,61,1,1278.8,0,0,0,0
Male,43,1,2907.35,0,0,1,0
Female,6,1,146.3,0,0,0,1
Male,1,1,51.25,0,0,1,1
Male,56,1,4952.95,1,1,0,0
Female,70,0,4504.9,1,1,1,0
Male,1,1,45.6,0,0,0,1
Male,49,1,4520.15,0,1,0,0
Female,6,1,267.35,0,0,1,1
Female,32,1,2316.85,1,0,1,0
Female,72,1,8075.35,1,1,1,0
Male,37,1,2302.35,0,0,1,0
Female,69,1,7251.9,1,1,1,0
Female,26,1,2078.55,1,1,1,0
Female,58,1,6225.4,1,1,0,0
Male,24,1,1242.25,0,0,1,0
Male,5,1,99.45,0,0,0,0
Male,15,1,288.05,0,0,0,1
Female,30,1,599.25,0,0,0,0
Female,55,1,3462.1,0,0,1,0
Female,25,0,853.0,0,1,0,1
Male,10,1,934.1,0,1,1,1
Male,44,0,2375.2,1,0,1,0
Female,47,1,2813.05,0,0,1,0
Female,13,1,1222.8,1,1,0,1
Female,49,1,5293.2,1,1,1,1
Female,64,1,6314.35,1,1,1,0
Male,1,1,19.1,0,0,0,0
Male,20,1,1003.05,0,0,1,0
Female,37,0,1593.1,0,1,1,0
Male,30,1,2509.95,0,1,0,0
Female,38,1,3187.65,1,1,0,0
Female,1,1,74.45,0,0,0,1
Female,37,1,2345.2,1,1,0,1
Female,52,0,3330.1,1,1,1,0
Male,71,1,5522.7,0,1,1,0
Male,26,1,2335.3,0,1,0,1
Male,66,1,4798.4,1,0,0,0
Male,72,1,8594.4,1,1,1,0
Male,25,0,970.55,0,1,0,0
Male,69,1,7665.8,1,1,1,0
Male,53,1,3686.05,1,0,0,0
Female,12,1,1115.15,1,1,0,1
Male,26,1,2537.0,1,1,1,0
Male,21,1,1393.6,1,0,0,0
Female,1,1,89.35,1,1,0,0
Male,48,1,4445.3,1,0,1,0
Female,26,0,978.6,0,0,0,0
Male,60,1,1258.15,0,0,0,0
Male,18,1,331.35,0,0,0,0
Female,10,0,291.4,0,0,1,1
Male,5,1,453.75,0,0,0,1
Female,4,1,84.75,0,0,0,0
Male,65,1,1715.1,0,0,0,0
Male,70,1,1715.15,0,0,0,0
Male,18,1,1597.25,1,0,0,1
Male,62,1,1250.1,0,0,0,0
Female,66,1,3996.8,0,1,0,0
Female,65,1,5215.1,1,1,1,0
Female,3,1,235.5,0,0,0,1
Female,34,1,673.2,0,0,0,0
Male,16,1,1442.2,0,1,0,0
Female,54,1,5639.05,1,1,0,1
Female,50,1,5222.35,1,1,1,0
Male,71,1,7291.75,1,1,1,0
Female,10,1,799.65,0,0,0,1
Female,1,1,50.8,0,0,1,1
Male,18,1,424.5,0,0,0,0
Male,4,1,249.4,0,1,1,0
Female,58,1,4415.75,0,1,1,0
Female,56,1,5270.6,1,1,0,0
Male,2,1,144.55,0,1,0,1
Male,32,1,2447.95,0,0,0,1
Male,56,0,2884.9,0,1,1,0
Male,36,1,3050.15,1,0,0,1
Female,4,1,253.0,0,1,1,0
Male,53,1,4517.25,0,1,0,1
Male,10,1,436.2,0,0,0,0
Male,4,0,118.4,0,0,1,0
Male,1,1,19.9,0,0,0,1
Female,51,1,3649.6,0,0,0,0
Male,12,1,1200.15,1,1,0,1
Female,6,0,255.6,1,1,1,0
Male,63,0,2395.05,0,0,1,0
Female,1,1,70.6,0,0,0,1
Female,48,1,5083.55,1,1,1,0
Female,5,1,389.6,0,1,0,1
Female,35,1,644.5,0,0,0,0
Male,6,1,523.5,0,1,0,1
Male,2,1,39.3,0,0,0,0
Female,50,1,989.05,0,0,0,0
Female,33,1,2406.1,0,0,0,0
Male,31,1,638.55,0,0,0,0
Female,9,1,191.1,0,0,0,0
Female,54,1,4524.05,1,1,1,0
Female,46,1,4664.2,0,1,0,0
Male,34,1,3470.8,1,1,0,0
Male,71,1,6910.3,1,1,0,0
Female,63,1,4014.2,0,0,1,0
Female,51,1,1288.0,0,0,0,0
Female,26,1,2277.65,0,1,0,1
Female,64,1,6375.8,1,1,0,0
Female,1,0,24.8,0,0,0,1
Male,61,1,5251.75,0,0,1,0
Female,15,1,1505.45,1,1,0,0
Male,64,1,6903.1,1,1,1,1
Female,18,1,913.3,0,0,0,0
Female,57,1,5535.8,1,1,0,0
Male,14,1,815.55,1,0,0,0
Male,18,1,1411.65,0,0,0,0
Female,72,1,5602.25,0,0,0,0
Male,70,1,8244.3,1,1,1,0
Female,38,1,741.5,0,0,0,0
Male,68,1,4375.8,0,0,1,0
Male,13,1,1008.7,1,0,0,1
Male,65,1,5968.4,0,1,0,0
Female,30,1,3096.9,1,1,0,0
Male,51,1,3901.25,1,1,1,0
Female,31,1,2613.4,0,0,0,0
Female,9,1,853.1,1,1,0,1
Female,72,1,5661.7,1,0,1,0
Male,10,1,794.25,1,1,0,1
Female,37,1,695.05,0,0,0,0
Female,2,1,160.8,1,1,1,1
Male,55,1,5552.05,1,1,0,0
Male,33,1,3275.15,1,0,0,0
Female,46,1,4236.6,1,0,1,0
Female,1,1,54.5,0,0,1,0
Female,20,1,1174.35,1,0,0,1
Male,9,1,741.7,0,0,0,1
Male,32,1,3019.25,1,1,0,1
Female,19,1,962.9,0,0,0,0
Female,70,1,4759.75,0,0,1,1
Female,61,1,1498.35,0,0,0,0
Male,26,1,1233.15,0,0,0,0
Male,45,1,4882.8,1,1,0,0
Male,62,1,5411.65,0,1,0,0
Male,1,1,19.65,0,0,0,1
Female,3,1,148.05,0,0,0,0
Female,41,1,3930.55,1,0,0,0
Male,67,1,6895.5,1,1,1,0
Male,1,1,84.65,0,1,0,1
Female,71,1,6856.95,0,1,0,0
Female,37,1,2658.8,1,1,0,0
Male,60,1,3766.2,0,0,1,0
Female,1,1,69.55,0,0,0,1
Female,6,1,129.55,0,0,0,0
Female,13,0,347.25,0,0,0,1
Female,11,1,581.7,0,0,0,0
Male,7,1,354.05,0,0,0,1
Female,10,1,929.45,1,1,0,0
Male,34,1,679.0,0,0,0,0
Female,62,1,3846.75,1,0,1,0
Male,64,1,4480.7,1,0,1,0
Female,1,1,44.35,0,0,0,1
Male,25,1,499.4,0,0,0,0
Female,26,1,1553.2,0,0,0,0
Male,10,1,219.5,0,0,0,0
Female,53,1,5311.85,0,1,0,0
Female,7,1,586.05,0,1,0,1
Male,33,1,2576.8,0,0,0,0
Female,71,1,6435.25,1,0,0,0
Female,29,1,1993.25,0,0,0,0
Male,24,1,1923.85,1,1,1,0
Male,20,1,939.8,0,0,0,0
Female,1,1,84.6,0,1,0,0
Male,54,1,3092.65,0,0,0,1
Female,5,1,415.55,0,1,0,1
Female,72,1,5986.55,1,1,1,0
Male,52,1,5487.0,1,1,1,0
Female,9,1,651.5,0,0,0,0
Female,1,1,45.4,0,0,0,0
Male,1,1,73.65,0,0,0,1
Male,33,1,2405.05,1,1,1,1
Female,55,1,4458.15,0,0,0,1
Male,69,1,6856.45,1,1,1,0
Male,1,1,50.75,0,0,0,0
Male,54,1,4735.2,1,1,1,0
Male,33,1,682.15,0,0,0,0
Male,45,1,4525.8,0,1,1,0
Female,11,0,321.05,0,0,0,0
Male,6,1,335.65,0,0,0,0
Male,21,1,1424.4,0,1,0,0
Female,65,1,1748.55,0,0,0,0
Female,6,1,474.9,1,0,0,1
Female,8,1,668.4,0,1,0,1
Male,11,1,926.25,0,0,1,1
Male,43,1,1077.95,0,0,0,0
Male,49,0,2541.25,1,1,0,1
Female,1,1,46.0,0,0,0,1
Male,15,1,1156.1,1,0,0,1
Male,60,1,3694.45,0,0,0,0
Male,17,0,382.8,0,0,0,0
Male,16,1,1167.8,0,0,0,1
Male,35,1,746.75,0,0,0,0
Male,44,1,3912.9,1,0,0,1
Female,12,0,368.85,0,0,1,0
Male,1,1,20.2,0,0,0,0
Female,28,1,1654.7,0,0,1,0
Male,70,1,1940.85,0,0,0,0
Female,5,1,221.7,0,0,0,1
Male,18,1,1794.65,1,1,0,0
Male,70,1,5289.8,1,1,1,0
Female,9,1,501.2,0,0,0,0
Female,67,1,6140.85,0,1,1,0
Female,1,1,48.45,0,0,0,0
Female,18,1,309.25,0,0,0,0
Male,4,1,201.1,0,0,0,1
Male,71,1,6179.35,0,0,0,0
Male,30,1,2838.7,0,1,0,1
Male,1,1,55.7,0,0,0,0
Female,55,1,4589.85,0,0,0,0
Male,59,1,3735.45,0,1,1,0
Female,1,1,70.15,0,0,0,1
Female,7,1,477.55,0,0,0,0
Male,45,1,2553.7,0,0,1,0
Female,54,1,1342.15,0,0,0,0
Male,51,1,1216.35,0,0,0,0
Female,72,1,7578.05,1,1,0,0
Male,44,1,2603.95,0,0,1,0
Male,2,1,42.7,0,0,0,0
Female,66,1,6056.9,0,1,0,0
Male,68,0,2983.65,0,1,0,0
Female,31,1,689.35,0,0,0,0
Female,21,1,2025.1,1,1,0,0
Male,21,1,1747.2,0,0,0,0
Female,55,1,4657.95,1,1,1,0
Male,9,0,296.1,0,1,0,1
Male,71,1,8016.6,1,1,1,0
Female,1,1,81.1,1,0,0,1
Male,22,1,433.5,0,0,0,0
Female,1,1,20.55,0,0,0,1
Female,61,1,6428.4,1,1,1,1
Female,67,1,5883.85,1,1,1,0
Female,14,1,1043.8,0,0,0,0
Male,59,1,6252.9,0,1,1,1
Male,21,1,1857.25,0,1,0,0
Male,4,0,146.4,0,0,1,0
Female,3,1,240.45,1,1,0,1
Male,70,1,1724.15,0,0,0,0
Female,3,1,315.3,1,1,1,1
Male,21,1,429.55,0,0,0,0
Male,20,1,356.15,0,0,0,0
Male,22,1,488.25,0,0,0,0
Male,1,1,55.7,1,0,0,1
Female,63,1,1298.7,0,0,0,0
Female,70,1,1378.75,0,0,0,0
Male,13,1,973.45,0,0,0,1
Female,5,1,384.25,0,1,0,0
Female,72,1,8543.25,1,1,1,0
Female,13,0,389.95,0,0,0,0
Male,61,1,5731.85,1,0,1,0
Male,1,1,20.65,0,0,0,0
Female,56,1,4275.75,0,0,1,0
Female,4,1,84.5,0,0,0,0
Male,35,1,1924.1,0,0,0,0
Female,18,0,669.85,0,1,0,1
Male,72,1,5784.3,1,1,0,0
Female,49,1,5166.2,1,0,1,0
Female,44,1,4060.55,0,0,1,0
Female,3,1,267.4,0,1,1,1
Female,37,1,3532.85,1,0,0,0
Male,61,1,4914.8,1,1,0,0
Male,70,1,5315.8,1,0,1,0
Female,1,1,69.85,0,0,0,1
Female,41,1,775.6,0,0,0,0
Male,70,1,5445.95,1,0,1,0
Female,1,1,53.55,0,1,0,1
Male,51,1,1007.8,0,0,0,0
Female,42,1,833.55,0,0,0,0
Female,70,1,6579.05,0,0,1,1
Male,48,1,1004.5,0,0,0,0
Male,68,1,7856.0,1,1,1,1
Female,48,1,1183.05,0,0,0,0
Female,26,1,2169.75,1,0,0,1
Male,11,1,896.9,0,0,0,1
Male,1,1,19.3,0,0,0,1
Female,27,1,501.35,0,0,0,0
Female,46,1,4126.35,0,1,0,0
Male,1,1,49.65,0,0,0,1
Female,46,1,2460.15,0,0,1,1
Male,25,1,477.6,0,0,0,0
Male,4,1,370.65,1,1,0,1
Male,13,1,265.75,0,0,0,0
Male,31,1,2424.45,1,0,1,0
Female,23,1,1849.95,0,1,0,0
Female,2,1,61.05,0,0,0,0
Female,65,1,1698.55,0,0,0,0
Male,22,1,1910.6,0,1,1,1
Female,55,1,998.1,0,0,0,0
Male,9,1,890.6,0,1,1,1
Male,7,1,529.5,0,0,0,1
Female,35,0,1383.6,0,1,1,0
Male,6,1,493.4,1,1,1,0
Female,1,1,48.6,0,0,0,1
Male,17,1,1207.0,0,0,0,0
Male,10,1,563.5,0,1,0,0
Male,15,1,864.55,0,0,1,0
Female,40,0,2109.35,1,1,0,1
Female,13,1,701.05,0,0,1,0
Male,29,1,2265.25,0,0,0,1
Female,3,1,220.6,0,0,0,1
Female,58,1,5749.8,1,1,1,0
Female,45,1,2796.45,0,0,1,0
Female,72,1,5165.7,0,0,1,0
Male,68,1,5696.6,0,0,0,0
Male,1,1,20.2,0,0,0,1
Female,38,1,2076.05,0,0,0,0
Male,2,1,44.2,0,0,0,0
Male,11,1,215.25,0,0,0,0
Female,20,1,1859.5,1,1,0,0
Male,72,1,7470.1,1,1,0,0
Female,3,1,229.5,0,0,0,1
Male,23,1,2470.1,1,1,1,1
Male,40,1,2092.9,0,0,1,0
Male,62,1,5629.55,1,0,0,0
Female,22,1,469.85,0,0,0,0
Female,11,1,733.95,1,0,0,0
Male,7,1,485.25,0,0,0,0
Female,13,1,1244.5,0,1,0,1
Male,1,1,20.05,0,0,0,1
Female,39,1,3994.45,1,1,0,1
Male,3,0,78.25,0,0,0,0
Male,58,1,1131.5,0,0,0,0
Male,6,1,184.05,0,0,0,0
Female,1,1,19.9,0,0,0,1
Female,22,1,1178.75,0,0,0,0
Male,14,0,667.7,1,1,0,1
Male,64,1,5629.15,1,0,0,0
Male,1,1,19.95,0,0,0,1
Male,6,1,109.3,0,0,0,0
Male,1,1,79.6,1,0,0,1
Male,39,1,958.45,0,0,0,0
Female,20,1,403.15,0,0,0,0
Male,1,1,75.9,0,0,1,1
Male,1,1,76.2,0,0,0,1
Male,64,1,4392.5,0,1,0,0
Male,1,1,19.25,0,0,0,1
Female,46,1,3168.0,1,1,0,0
Female,28,0,1096.6,1,0,0,0
Female,33,1,669.45,0,0,0,0
Male,39,1,2343.85,0,0,0,0
Female,42,1,3588.4,0,0,1,1
Female,1,1,48.6,0,0,0,0
Female,7,1,522.95,0,1,0,1
Male,70,1,7511.9,1,1,0,0
Male,65,1,1725.0,0,0,0,0
Male,1,1,49.75,0,0,0,0
Male,18,1,1691.9,1,1,0,0
Male,24,1,2248.05,1,1,0,0
Male,63,1,4479.2,1,0,1,0
Female,44,1,3471.1,1,1,0,0
Male,4,1,63.0,0,0,0,0
Female,1,1,70.25,0,0,0,1
Female,37,1,3314.15,1,1,0,0
Female,10,1,865.55,1,0,0,1
Male,34,0,852.7,0,0,0,0
Male,35,0,1930.9,1,1,0,0
Female,4,1,91.4,0,0,0,0
Female,39,1,3949.15,1,1,1,0
Male,43,1,4304.0,1,1,0,0
Female,17,1,409.9,0,0,0,1
Female,61,1,1554.9,0,0,0,0
Female,49,1,3472.05,1,0,0,0
Male,4,1,117.8,0,0,0,0
Female,64,0,3210.35,1,0,1,0
Male,3,1,207.4,0,0,0,0
Male,1,1,19.75,0,0,0,0
Male,40,1,3132.75,0,0,0,0
Female,1,1,60.0,0,0,1,1
Male,8,1,649.65,1,0,0,1
Female,1,1,20.85,0,0,0,1
Female,34,1,2106.3,0,1,1,0
Female,1,0,35.0,1,0,0,0
Female,39,0,2011.4,1,1,0,1
Female,58,1,6205.5,1,1,1,1
Male,45,1,903.7,0,0,0,0
Male,6,1,503.6,0,1,0,1
Male,43,1,3882.3,0,0,1,0
Male,41,1,879.8,0,0,0,0
Male,5,1,383.65,0,0,0,0
Male,72,0,4390.25,1,1,1,0
Male,4,1,68.2,0,0,0,0
Male,9,1,452.8,0,0,1,0
Male,72,1,5329.0,1,1,0,0
Female,33,1,1758.9,0,0,1,0
Female,72,1,5737.6,0,0,0,0
Male,22,1,1152.7,0,0,1,1
Female,70,1,7674.55,1,1,1,1
Male,21,1,2157.95,1,1,0,1
Male,15,1,1219.85,0,1,0,0
Male,29,1,2414.55,0,0,1,0
Female,15,1,1155.6,1,1,1,0
Male,71,1,7548.1,1,1,0,1
Male,72,1,1809.35,0,0,0,0
Female,19,1,1564.4,0,1,0,0
Male,1,1,19.65,0,0,0,0
Female,1,1,75.7,0,0,0,1
Female,2,1,84.4,0,0,0,0
Female,11,1,864.85,0,0,0,0
Female,12,1,228.75,0,0,0,0
Female,70,1,7752.05,1,1,1,0
Female,20,1,1951.0,0,1,0,1
Female,23,1,470.6,0,0,0,0
Male,49,1,4060.9,1,0,1,0
Female,4,1,384.5,1,1,0,1
Male,32,1,3432.9,1,1,1,1
Male,2,1,108.65,1,0,0,0
Male,69,0,3952.65,1,1,0,0
Male,6,1,463.05,0,1,0,1
Female,24,1,494.05,0,0,0,0
Female,32,1,3416.85,1,1,0,0
Female,27,1,1498.65,0,0,0,0
Female,27,1,2867.75,1,1,1,1
Male,58,1,4807.35,0,0,1,0
Male,1,1,71.35,0,0,0,1
Female,18,1,471.35,0,0,0,0
Female,47,1,1041.8,0,0,0,0
Female,70,1,7689.8,1,1,1,0
Female,13,1,1132.35,0,0,1,1
Female,36,1,1815.0,0,0,0,0
Male,67,1,1311.3,0,0,0,0
Female,10,1,199.45,0,0,0,0
Male,19,1,1637.3,1,0,0,0
Female,71,1,1326.35,0,0,0,0
Male,72,1,6376.55,1,1,1,0
Female,48,1,935.9,0,0,0,0
Male,1,1,20.05,0,0,0,0
Male,18,1,1611.15,1,1,1,0
Male,1,1,20.6,0,0,0,1
Male,67,1,6989.7,1,1,1,0
Male,69,0,2779.5,0,0,1,0
Male,19,1,1931.75,1,1,0,1
Male,72,1,8331.95,1,1,1,0
Female,38,1,735.9,0,0,0,0
Male,40,1,2283.3,1,0,0,0
Female,61,1,1445.2,0,0,0,0
Female,10,1,818.05,0,0,0,1
Male,32,1,2333.05,0,1,1,0
Female,21,1,1992.55,1,1,0,0
Female,59,1,5890.0,1,1,0,0
Female,13,1,916.75,0,0,0,1
Female,47,1,1029.8,0,0,0,0
Male,69,1,1796.55,0,0,0,0
Male,2,1,33.7,0,0,0,0
Female,22,1,454.05,0,0,0,0
Male,15,1,1392.25,0,1,0,0
Female,53,1,1049.6,0,0,0,0
Female,28,1,734.6,0,0,0,0
Male,22,1,475.1,0,0,0,0
Female,1,1,70.15,0,0,0,1
Male,16,1,1540.05,1,0,1,0
Female,48,0,1978.65,0,0,1,0
Male,30,1,3181.8,0,1,1,0
Female,3,1,229.7,0,0,0,0
Male,57,1,5625.55,1,0,1,0
Female,68,1,6581.9,1,0,0,1
Female,23,1,1347.15,0,1,1,0
Female,65,1,3808.2,0,1,1,0
Male,44,1,3974.15,1,1,0,0
Female,71,1,7661.8,1,1,0,0
Female,37,1,2479.25,0,0,1,0
Female,12,1,266.6,0,0,0,0
Male,69,1,5601.4,1,1,1,0
Female,35,1,1982.6,0,0,0,0
Male,5,1,339.9,1,0,1,0
Male,58,1,4828.05,0,1,0,0
Male,72,1,5980.55,1,0,1,0
Male,72,1,4808.7,0,0,1,0
Female,1,1,20.3,0,0,0,0
Female,39,1,3692.85,0,1,1,1
Male,53,1,1068.15,0,0,0,0
Female,27,1,2383.6,1,0,1,0
Female,1,1,69.65,0,0,0,1
Female,1,1,89.3,1,1,0,1
Female,18,1,1438.05,0,0,0,0
Male,46,1,917.45,0,0,0,0
Female,72,1,6096.45,1,1,1,0
Female,36,1,3078.1,1,0,1,1
Female,4,0,99.95,0,0,0,0
Female,25,1,475.2,0,0,0,0
Female,40,0,2036.55,1,1,0,0
Male,63,1,6444.05,1,1,0,0
Female,15,1,1426.75,1,0,1,1
Male,14,1,767.55,0,0,0,0
Male,72,1,7932.5,1,1,1,0
Male,39,1,4040.65,1,1,0,0
Female,47,0,2768.65,1,1,0,0
Male,19,1,1672.35,0,0,1,0
Female,5,1,474.8,0,1,0,1
Female,13,0,446.1,1,0,0,1
Female,17,1,1345.65,0,0,0,0
Male,34,1,2425.4,0,0,0,0
Female,42,1,2077.95,0,0,0,0
Male,5,1,416.3,0,0,0,1
Female,71,1,1663.5,0,0,0,0
Male,19,1,1286.05,0,1,0,0
Female,2,1,35.85,0,0,0,1
Male,57,1,1094.35,0,0,0,0
Male,72,1,7719.5,1,1,1,0
Female,6,1,514.6,1,0,0,0
Female,17,1,1451.6,1,0,0,1
Male,61,1,4932.5,1,1,0,0
Male,1,1,71.0,0,0,0,1
Male,48,1,5443.65,1,1,1,0
Male,16,1,330.25,0,0,0,0
Male,9,1,746.5,1,0,0,1
Female,3,1,122.7,0,0,0,0
Male,1,1,44.4,0,0,0,1
Male,65,1,6631.85,1,1,0,0
Female,70,1,8250.0,1,1,1,0
Male,60,1,3561.15,0,1,0,0
Female,69,1,1763.55,0,0,0,0
Female,35,1,2419.0,0,0,0,0
Female,22,1,470.2,0,0,0,0
Male,66,1,5234.95,1,1,0,0
Male,1,1,70.3,0,0,0,1
Female,1,1,79.35,0,1,0,1
Male,34,1,3097.0,1,0,0,0
Female,72,1,1709.1,0,0,0,0
Male,31,0,1848.8,1,1,1,0
Male,30,1,723.3,0,0,0,0
Female,9,1,809.75,1,1,0,1
Male,20,1,1470.95,0,0,0,1
Male,19,0,577.15,0,0,0,0
Female,65,1,6914.95,1,1,0,0
Female,30,1,602.9,0,0,0,0
Male,6,1,124.4,0,0,0,0
Female,2,0,96.8,1,1,0,0
Male,53,1,3827.9,1,0,1,0
Male,7,1,533.05,0,0,0,0
Female,61,1,2961.4,0,0,0,0
Male,70,0,3264.45,1,1,0,1
Female,13,1,995.35,1,1,0,0
Male,35,1,2815.25,0,0,0,0
Female,2,1,154.8,0,0,0,0
Female,3,1,246.3,0,0,0,1
Female,3,1,257.6,0,0,0,0
Female,62,1,5757.2,1,1,0,0
Male,72,1,7517.7,1,0,1,0
Male,63,1,1234.8,0,0,0,0
Male,20,1,1389.2,0,0,0,1
Female,35,1,3836.3,1,1,1,0
Male,21,1,1474.75,0,0,0,1
Male,62,1,6001.45,1,0,0,0
Female,15,1,720.1,0,0,0,0
Female,55,1,2832.75,0,0,0,0
Female,11,1,472.25,0,0,0,0
Female,17,1,1460.65,0,1,0,1
Female,61,1,1336.35,0,0,0,0
Female,71,1,6388.65,1,1,1,0
Female,2,1,153.05,0,0,0,1
Male,35,1,677.9,0,0,0,0
Female,17,1,1165.6,0,0,0,0
Female,21,1,2119.5,1,1,0,1
Female,47,1,921.55,0,0,0,0
Female,3,1,72.0,0,0,0,0
Male,3,1,68.35,0,0,0,0
Male,44,1,847.25,0,0,0,0
Female,1,1,44.0,0,0,0,0
Female,44,1,4295.35,1,0,0,0
Male,5,1,135.0,0,0,0,1
Male,24,1,1400.55,0,0,0,1
Female,1,1,69.65,0,0,0,1
Female,18,1,1380.4,0,0,0,0
Female,10,1,1060.2,1,1,0,1
Female,65,1,4386.2,1,0,0,0
Female,1,1,86.0,1,0,0,1
Female,53,1,5785.5,1,1,0,1
Male,3,1,52.05,0,0,0,0
Male,33,1,2018.4,0,0,1,0
Male,3,0,79.45,0,0,0,1
Female,34,1,2727.3,1,1,1,0
Female,14,1,263.65,0,0,0,0
Female,13,1,275.4,0,0,0,0
Male,46,0,2816.65,1,1,1,1
Male,23,1,538.5,0,0,0,0
Female,47,1,948.9,0,0,0,0
Male,17,1,846.8,0,0,0,0
Female,49,1,4783.5,1,1,0,1
Male,59,0,2997.45,1,1,0,0
Female,69,1,5897.4,1,1,1,0
Male,11,0,470.6,0,1,0,1
Male,10,1,524.5,0,0,0,0
Male,12,1,269.65,0,0,0,0
Male,45,1,4740.0,1,1,0,1
Female,39,1,2341.5,0,1,0,0
Male,71,1,1789.65,0,0,0,0
Male,71,1,1626.4,0,0,0,0
Female,33,1,800.3,0,0,0,0
Male,67,1,5060.85,0,0,0,0
Male,37,0,1448.8,0,0,0,1
Male,49,1,4254.85,0,1,0,1
Female,9,1,466.6,0,0,0,0
Male,52,1,4627.8,0,0,1,0
Female,70,1,6838.6,1,1,0,0
Male,1,1,85.0,1,0,0,0
Female,14,1,1101.85,0,0,0,1
Male,1,1,44.3,0,0,0,0
Male,1,1,20.2,0,0,0,1
Female,52,1,4297.6,0,0,0,0
Male,6,1,414.1,0,1,0,0
Male,7,0,256.6,0,0,0,0
Female,47,1,3969.35,0,0,0,1
Female,26,1,2274.1,0,0,1,0
Male,25,1,1296.8,0,0,1,0
Male,69,1,1268.85,0,0,0,0
Female,72,1,8192.6,1,1,1,0
Male,4,1,59.25,0,0,0,0
Male,59,1,1147.85,0,0,0,0
Male,67,1,4361.55,1,0,0,0
Female,26,1,2006.1,1,0,0,0
Female,27,1,2078.95,1,1,1,0
Male,72,1,7609.75,1,1,0,0
Female,6,1,487.05,1,0,1,0
Male,62,1,1218.45,0,0,0,0
Male,20,1,1416.2,0,1,1,0
Male,6,1,483.3,1,1,1,0
Male,51,1,1234.6,0,0,0,0
Female,61,1,1311.6,0,0,0,0
Male,62,1,5618.3,0,0,0,0
Female,72,1,6185.15,0,0,1,0
Male,13,1,1237.85,1,1,0,1
Male,5,1,498.1,1,1,0,1
Male,3,1,294.45,1,1,0,1
Female,26,1,2381.55,1,0,0,1
Male,13,1,788.35,0,1,0,0
Female,38,1,756.4,0,0,0,0
Female,8,1,613.4,1,0,0,1
Male,34,1,3625.2,1,1,1,0
Male,18,0,550.35,0,0,0,0
Male,56,1,4793.8,0,0,1,0
Female,36,0,1267.2,0,0,1,0
Female,9,0,442.2,1,1,0,1
Male,1,1,84.85,0,1,0,1
Male,12,1,654.85,0,0,1,1
Female,57,1,5567.45,0,1,1,0
Female,42,1,3160.55,1,0,1,1
Female,33,1,740.3,0,0,0,1
Male,70,1,5706.2,0,0,1,0
Female,68,0,3085.35,1,0,1,0
Male,1,0,24.7,0,0,0,0
Female,37,1,3541.4,1,1,1,0
Female,4,1,84.2,0,0,0,0
Male,1,1,50.7,0,0,0,0
Male,20,0,1165.55,0,1,1,0
Male,72,1,4855.35,0,1,1,0
Female,31,1,2806.9,1,0,0,1
Male,18,1,1422.65,1,0,0,1
Male,11,1,608.15,0,1,0,0
Female,33,1,641.35,0,0,0,0
Female,62,1,4959.15,0,1,0,0
Female,1,0,35.9,0,0,1,0
Male,16,1,1321.3,0,0,0,0
Male,22,1,1663.75,1,1,1,0
Female,49,1,3024.15,0,0,1,0
Male,36,1,2188.5,1,0,0,0
Male,42,1,4138.05,1,0,1,1
Male,4,0,102.5,0,0,0,1
Female,12,1,872.65,1,1,1,1
Female,31,1,2724.25,0,0,1,0
Male,5,1,413.25,1,0,0,0
Male,66,1,1374.2,0,0,0,0
Female,15,1,757.1,0,0,1,1
Male,64,1,6692.65,1,1,0,0
Male,10,1,218.5,0,0,0,0
Male,7,1,608.8,0,1,1,1
Male,29,0,1004.75,0,0,1,0
Male,57,1,1125.6,0,0,0,0
Female,46,1,3847.6,0,0,0,0
Male,53,1,978.0,0,0,0,0
Female,17,1,1387.35,1,1,1,0
Female,38,1,746.05,0,0,0,0
Male,15,1,304.6,0,0,0,0
Female,22,0,1098.85,1,1,0,0
Male,14,1,1139.2,1,0,0,1
Female,57,1,4368.95,0,1,1,0
Male,11,1,827.7,1,0,0,0
Female,1,1,20.35,0,0,0,0
Male,12,1,262.05,0,0,0,0
Male,3,1,279.55,1,1,0,1
Male,36,1,3512.5,1,1,0,0
Male,16,1,1483.25,1,1,0,1
Male,65,1,4653.85,1,0,0,1
Male,2,1,151.75,0,0,0,0
Female,42,1,4400.75,1,1,0,1
Male,72,1,8033.1,1,1,1,0
Male,62,1,1253.65,0,0,0,0
Female,6,1,552.65,0,1,0,0
Male,48,1,1036.0,0,0,0,0
Male,35,1,4025.5,1,1,1,0
Male,52,1,928.4,0,0,0,0
Female,1,0,24.9,0,0,0,0
